dataset,algorithm,n_folds,n_failed,roc_auc_mean,roc_auc_std,train_time_median_s,inference_time_median_s
mfeat-morphological,catboost,15,0,0.963775925925926,0.0029926992968593745,3.306074323132634,0.0035100360400974
mfeat-morphological,lightgbm,15,0,0.9565833333333333,0.004253780965471123,0.5317469749134034,0.0069119019899517
mfeat-morphological,random_forest,15,0,0.9553530092592593,0.003672857296810826,0.1528226481750607,0.0251959778834134
mfeat-morphological,tabicl,15,0,0.9704157407407407,0.0029854879686960277,0.3469200981780886,0.098213787889108
mfeat-morphological,tabpfn,15,0,0.9696912037037038,0.002935255703257162,0.553159189876169,0.4334579389542341
mfeat-morphological,xgboost,15,0,0.957987037037037,0.003171015778540731,0.3412576341070235,0.0036641668993979
mfeat-pixel,catboost,15,0,0.999425462962963,0.0003408691276703102,8.276752699981444,0.0074863019981421
mfeat-pixel,lightgbm,15,0,0.9989925925925927,0.0005241657063216642,0.9244319589925,0.0063768129912205
mfeat-pixel,random_forest,15,0,0.9986604166666666,0.0008491819239274237,0.1505266510066576,0.0154158189543522
mfeat-pixel,tabicl,15,0,0.9997939814814815,0.0001673198729628423,1.4219640149967745,0.4901968860067427
mfeat-pixel,tabpfn,15,0,0.9996791666666667,0.0002590832263303992,0.4229290160001255,0.5510631580254994
mfeat-pixel,xgboost,15,0,0.998750462962963,0.0005176587555084614,0.5222480070078745,0.0079710889840498
mfeat-zernike,catboost,15,0,0.9745208333333333,0.001808112124694467,12.59562569402624,0.0044053039746358
mfeat-zernike,lightgbm,15,0,0.966111111111111,0.0022441471740509227,0.8275817139656283,0.0055966869695112
mfeat-zernike,random_forest,15,0,0.9680113425925926,0.0031248427723527764,0.1571620210306719,0.0244423450203612
mfeat-zernike,tabicl,15,0,0.9918907407407408,0.0020769901228247273,0.485905252979137,0.1401908280095085
mfeat-zernike,tabpfn,15,0,0.9829453703703703,0.0009859464520847992,0.3923710840172134,0.3186583019560203
mfeat-zernike,xgboost,15,0,0.9676263888888889,0.002656017146656534,0.706793145975098,0.0038807790260761
mnist_784,catboost,15,0,0.9992725312933735,5.322055701448397e-05,694.1598659590236,0.050907599972561
mnist_784,lightgbm,15,0,0.9995233500611848,4.74642869789847e-05,32.503305269056,0.2137229759828187
mnist_784,random_forest,15,0,0.999019922815891,7.963663474175908e-05,15.043508964998182,0.1678875969955697
mnist_784,tabicl,15,0,0.9999175840164928,2.6868364300304303e-05,32.873143233009614,125.7631279139896
mnist_784,tabpfn,15,0,0.9998612796290581,2.61845841355994e-05,1.8666920399991795,23.124880260962527
mnist_784,xgboost,15,0,0.9995556774284909,4.537615561478863e-05,78.95468377403449,0.0845730239525437
nomao,catboost,15,0,0.995358958559258,0.0005632039716524836,41.57724704314023,0.0357135899830609
nomao,lightgbm,15,0,0.9950348801176301,0.0003753230513758529,0.4376904380042106,0.0158555910456925
nomao,random_forest,15,0,0.9942099148063209,0.0006394957777436794,1.260305784875527,0.0645431480370462
nomao,tabicl,15,0,0.9966666343442198,0.0003665228632124909,3.0914169440511614,4.561831793980673
nomao,tabpfn,15,0,0.9964838022893338,0.000341769033034677,2.2525262490380555,7.128618777031079
nomao,xgboost,15,0,0.9956778606486733,0.0004129846055328287,0.3753705658018589,0.0093157661613076
numerai28.6,catboost,15,0,0.5196441409629533,0.0044553314090935376,6.537727782968432,0.0082260220078751
numerai28.6,lightgbm,15,0,0.5227685055735064,0.004582011038380113,0.2440361850312911,0.0090012720320373
numerai28.6,random_forest,15,0,0.5136641165462227,0.004181226266207483,4.736105874995701,0.0777759659686125
numerai28.6,tabicl,15,0,0.5311519975713158,0.0044579833661213064,1.0817035320214927,8.102932020963635
numerai28.6,tabpfn,15,0,0.5314976934732293,0.004920689383841962,0.4720890740281902,15.14583891100483
numerai28.6,xgboost,15,0,0.5136553384167502,0.004293018137258821,0.27517648198409,0.0065780350123532
optdigits,catboost,15,0,0.9997959322722063,0.00010703399702347229,7.143117791041732,0.0060483410488814
optdigits,lightgbm,15,0,0.9996205572679984,0.00022461896123462548,0.7179140790831298,0.014570872997865
optdigits,random_forest,15,0,0.9996181206552284,0.00015893772550552653,0.2449348040390759,0.026066169142723
optdigits,tabicl,15,0,0.999980488780975,1.785753101348591e-05,0.8851931381504983,0.4224634738638997
optdigits,tabpfn,15,0,0.9999755699846357,2.0910937607413206e-05,0.5962816821411252,1.1691251290030775
optdigits,xgboost,15,0,0.9994927464741148,0.000252716329168368,0.4612833610735833,0.0071206300053745
ozone-level-8hr,catboost,15,0,0.9262503886298024,0.01725841629947685,3.0520258268807083,0.0039557190611958
ozone-level-8hr,lightgbm,15,0,0.9199911725516323,0.019795663297186288,0.1251912370789796,0.0028409368824213
ozone-level-8hr,random_forest,15,0,0.9098679583981049,0.022670913672792545,0.1876181380357593,0.0258129539433866
ozone-level-8hr,tabicl,15,0,0.9404694694277889,0.013939900075887987,0.7936845819931477,0.2424768130294978
ozone-level-8hr,tabpfn,15,0,0.942866218817085,0.013889291801833233,0.565216630930081,1.134314239025116
ozone-level-8hr,xgboost,15,0,0.9213495354948552,0.019711754065999485,0.1263415119610726,0.0046763040591031
pc1,catboost,15,0,0.8759327690748298,0.037089527919849374,1.3837732609827071,0.0020486580324359
pc1,lightgbm,15,0,0.8576245153448087,0.03960937740072807,0.1181337080197408,0.0020745770307257
pc1,random_forest,15,0,0.8461443497282283,0.04443292278355183,0.1443301829858683,0.0255159200169146
pc1,tabicl,15,0,0.8928521534585099,0.03708274840126053,0.4537030400242656,0.1157093690126203
pc1,tabpfn,15,0,0.8842628713735545,0.03533628413707381,0.523857224965468,0.4143193380441516
pc1,xgboost,15,0,0.8463304078138925,0.0387314393280936,0.090397413005121,0.0028311969945207
pc3,catboost,15,0,0.8433167842314863,0.0299385508522295,1.449992113979533,0.0025221619289368
pc3,lightgbm,15,0,0.8208435275800713,0.03571588266606904,0.0883656218647956,0.0022865608334541
pc3,random_forest,15,0,0.8377364138493476,0.03517808939789882,0.1454339111223817,0.0253974320366978
pc3,tabicl,15,0,0.8706107412938485,0.029965759960163412,0.6150210641790181,0.1274085759650915
pc3,tabpfn,15,0,0.8622366442128453,0.034252278793530294,0.5240284840110689,0.4405795549973845
pc3,xgboost,15,0,0.814560958947636,0.03517135255574888,0.0800567488186061,0.0033532720990478
pc4,catboost,15,0,0.952409267526455,0.014942734255491773,1.3740235371515157,0.0024355179630219
pc4,lightgbm,15,0,0.9453794642857143,0.017578062230438556,0.0790452770888805,0.0021701122168451
pc4,random_forest,15,0,0.942682601686508,0.011891368990648792,0.1466452640015632,0.0254429429769516
pc4,tabicl,15,0,0.9609749090608465,0.013842518255308805,0.5906590968370438,0.1248627991881221
pc4,tabpfn,15,0,0.9587793485449736,0.01239140130172341,0.5409915749914944,0.4468148159794509
pc4,xgboost,15,0,0.9445021081349207,0.022151392300437417,0.0720093448180705,0.0032624949235469
pendigits,catboost,15,0,0.9997567939081116,0.0001828201703726304,5.216902197978925,0.0056638260139152
pendigits,lightgbm,15,0,0.9997377378854854,0.0001658860832059881,0.6656958109815605,0.0164733519777655
pendigits,random_forest,15,0,0.9996674881912544,0.0002040959995790817,0.2205336710321717,0.0245935439597815
pendigits,tabicl,15,0,0.9998728951219729,0.0001703363780548728,0.354719783004839,0.3784361070138402
pendigits,tabpfn,15,0,0.999871874746053,0.00015244675394873326,0.3744459850131534,0.76986736204708
pendigits,xgboost,15,0,0.9997400885683658,0.00014407728096705924,0.3892959150252864,0.0057481519761495
phoneme,catboost,15,0,0.9534965803704548,0.005459131737579975,1.4623449801001698,0.0030140148010104
phoneme,lightgbm,15,0,0.9535316326009291,0.005954571583096944,0.0685882449615746,0.0024405801668763
phoneme,random_forest,15,0,0.9616451783711086,0.004819471763112123,0.1956610172055661,0.0253290270920842
phoneme,tabicl,15,0,0.9759117267694644,0.0036222036807260862,0.396565874107182,0.1519960120785981
phoneme,tabpfn,15,0,0.9777084389840053,0.003740216917421418,0.5743716808501631,0.5974555788561702
phoneme,xgboost,15,0,0.9552375729588133,0.004718213497414778,0.0581410340964794,0.0022336009424179
qsar-biodeg,catboost,15,0,0.937103240278334,0.011997455159891052,1.3961739698424935,0.0024693119339644
qsar-biodeg,lightgbm,15,0,0.9359698867331353,0.01302792543630752,0.0842056970577687,0.002291687997058
qsar-biodeg,random_forest,15,0,0.9340255026026127,0.01193604056195915,0.1433721110224723,0.0256403509993106
qsar-biodeg,tabicl,15,0,0.9477936121927407,0.013405203515631799,0.6094874409027398,0.1511621030513197
qsar-biodeg,tabpfn,15,0,0.9455397720723488,0.013286297545902106,0.5465904560405761,0.447999516967684
qsar-biodeg,xgboost,15,0,0.931331846662174,0.014344836110545253,0.0763682289980351,0.0034295958466827
satimage,catboost,15,0,0.9917063605577049,0.0010239886673905044,3.60831226001028,0.0044497729977592
satimage,lightgbm,15,0,0.9911195310082849,0.0009258358103329349,0.4791252000140957,0.0074999899952672
satimage,random_forest,15,0,0.989731707874989,0.001491151208129022,0.2074931740062311,0.0243406069930642
satimage,tabicl,15,0,0.9957941529999308,0.0007920367220678999,0.4367128370213322,0.3198770809685811
satimage,tabpfn,15,0,0.9962649121694783,0.0006467535364244137,0.4095520470291376,0.7225436459993944
satimage,xgboost,15,0,0.9907845482922828,0.0010252821252435145,0.344813895993866,0.0045639839954674
segment,catboost,15,0,0.9956713600652994,0.0014787113279160307,4.317832909000572,0.0037648939760401
segment,lightgbm,15,0,0.9952329937178422,0.0015980098113623823,0.4712674299953505,0.0042944159940816
segment,random_forest,15,0,0.9952484804757532,0.0013262611943015972,0.1230135860387235,0.0138295939541421
segment,tabicl,15,0,0.9977363825848674,0.0008225452091347396,0.3253519929712638,0.0989689170382916
segment,tabpfn,15,0,0.9975071785677847,0.0006998733103178953,0.3897646429832093,0.4381263109971769
segment,xgboost,15,0,0.9946681825469704,0.001677699827864619,0.2320969370193779,0.0025690449983812
semeion,catboost,15,0,0.9977887469987686,0.0007738762470642013,27.53048015688546,0.0096159011591225
semeion,lightgbm,15,0,0.996846698316975,0.0013553764207422736,0.6690160389989614,0.0081549920141696
semeion,random_forest,15,0,0.9961354331643139,0.0010654350746653596,0.187456517945975,0.0271579721011221
semeion,tabicl,15,0,0.9993063028323828,0.00041454239942441374,2.261703711934388,0.4783758588600904
semeion,tabpfn,15,0,0.9990072698792345,0.0004113833041122536,1.2290427449624983,0.7477725180797279
semeion,xgboost,15,0,0.9955723274338494,0.001409704735927578,0.4281104218680411,0.0115011718589812
sick,catboost,15,0,0.9980990974065139,0.0015321252584234917,2.369752867030911,0.0042235510190948
sick,lightgbm,15,0,0.9976845797510419,0.0015142129230989974,0.0884538600221276,0.0057694839779287
sick,random_forest,15,0,0.9965864357769135,0.0012417357821214018,0.1302443130407482,0.0194862629869021
sick,tabicl,15,0,0.9978634372111016,0.0012756209572858809,0.4162691340316087,0.1749691250151954
sick,tabpfn,15,0,0.9980563409685251,0.0012113985772303948,0.5060610399814323,0.547141453018412
sick,xgboost,15,0,0.996502819030372,0.004159616691378483,0.0444548509549349,0.0021979199955239
spambase,catboost,15,0,0.9883217167038613,0.003390055425697962,2.8750381218269467,0.0039870671462267
spambase,lightgbm,15,0,0.9893622696810241,0.003734833096320337,0.1575892970431596,0.0032335531432181
spambase,random_forest,15,0,0.9863971429393367,0.003489700276394458,0.2074489512015134,0.0259033539332449
spambase,tabicl,15,0,0.992428927015161,0.002478365714721724,0.7644141199998558,0.3292218691203743
spambase,tabpfn,15,0,0.9913742324042188,0.002577999361347498,0.5310209039598703,1.0603587680961937
spambase,xgboost,15,0,0.9879159273558432,0.0036370164658310893,0.1424930219072848,0.0043769781477749
splice,catboost,15,0,0.9949399461636035,0.0014909569480414389,33.44638821500121,0.0105748230125755
splice,lightgbm,15,0,0.9945917297262993,0.0022465464699876455,0.1151596119743771,0.0096436829771846
splice,random_forest,15,0,0.9922823044154724,0.002326391896789092,0.1620046719908714,0.035104549024254
splice,tabicl,15,0,0.9963704987135816,0.001467802617975664,0.572219816967845,0.2489050639560446
splice,tabpfn,15,0,0.9955989664661012,0.0018414482160786691,0.6201105670188554,0.7848832629970275
splice,xgboost,15,0,0.994297649592495,0.0018474226961559576,0.149638244009111,0.0039004780119284
steel-plates-fault,catboost,15,0,0.9660927844027682,0.00551952618801389,5.742008545028511,0.0037851239903829
steel-plates-fault,lightgbm,15,0,0.9666316207394773,0.004849775800457048,0.4745845050201751,0.0042895590304397
steel-plates-fault,random_forest,15,0,0.9606148086923952,0.005962871141992214,0.132730329001788,0.0142158629605546
steel-plates-fault,tabicl,15,0,0.9759738460304087,0.00387872455202743,0.3685095219989307,0.1077558789984323
steel-plates-fault,tabpfn,15,0,0.9752917609940639,0.004407298151893079,0.3879994549788534,0.3202838400029577
steel-plates-fault,xgboost,15,0,0.9654628526086001,0.004895200437494403,0.3506199620314874,0.0030215819715522
texture,catboost,15,0,0.9998707272727273,6.410790048319196e-05,20.527240610914305,0.0051880017854273
texture,lightgbm,15,0,0.9998333333333334,7.626281738832163e-05,1.0057575989048928,0.0125823759008198
texture,random_forest,15,0,0.9995864242424244,0.00015468575246271052,0.3309063180349767,0.0256873411126434
texture,tabicl,15,0,1.0,0.0,0.6511635859496891,1.0611404709052294
texture,tabpfn,15,0,1.0,0.0,0.5266726498957723,0.935516158118844
texture,xgboost,15,0,0.9997558787878787,7.971160137604866e-05,0.690745587227866,0.0061539281159639
tic-tac-toe,catboost,15,0,1.0,0.0,2.7107750200666487,0.0020951549522578
tic-tac-toe,lightgbm,15,0,0.9992416331043196,0.0015479117148449188,0.0443436519708484,0.0040253140032291
tic-tac-toe,random_forest,15,0,0.9961049629198883,0.002692193406162558,0.1371571500785648,0.0275076099205762
tic-tac-toe,tabicl,15,0,0.999591214681762,0.00041667597112841095,0.3698119118344039,0.0957156070508062
tic-tac-toe,tabpfn,15,0,0.9997425714142132,0.000303320055703942,0.573910600040108,0.4253683781716972
tic-tac-toe,xgboost,15,0,1.0,0.0,0.0282403330784291,0.0018060440197587
vehicle,catboost,15,0,0.9355563614475462,0.007470762854562243,1.4971225780900568,0.0025973038282245
vehicle,lightgbm,15,0,0.9301024970062574,0.007510634598281955,0.1929464838467538,0.0026578940451145
vehicle,random_forest,15,0,0.9273827398080656,0.007001907584997743,0.1429580731783062,0.0252292519435286
vehicle,tabicl,15,0,0.9781577208224845,0.0036347078583641814,0.4421865639742464,0.0937392190098762
vehicle,tabpfn,15,0,0.9783260391288897,0.00472683678532935,0.5180920530110598,0.4099912219680846
vehicle,xgboost,15,0,0.9300000816581169,0.008921237623278682,0.1351577781606465,0.0028902310878038
vowel,catboost,15,0,0.9991769547325103,0.0006547428157023144,9.04847114207223,0.0038544388953596
vowel,lightgbm,15,0,0.9969921436588103,0.0012506873241141876,0.5651110399048775,0.0065679769031703
vowel,random_forest,15,0,0.9989356528245418,0.0004978133363789769,0.1536939570214599,0.0277244269382208
vowel,tabicl,15,0,0.9999962588851478,9.872777083996671e-06,0.4094730999786407,0.3778648748993873
vowel,tabpfn,15,0,0.9999869060980172,3.804050814464676e-05,0.5446249418891966,0.4246803901623934
vowel,xgboost,15,0,0.9952450430228208,0.0017957622686474617,0.3039113169070333,0.0032047000713646
wall-robot-navigation,catboost,15,0,0.9999778076747364,2.4219833242779177e-05,5.522999576060101,0.0038811690174043
wall-robot-navigation,lightgbm,15,0,0.9999681957524444,3.665516562119076e-05,0.3006642991676926,0.0050000969786196
wall-robot-navigation,random_forest,15,0,0.9999429205335156,3.6438463347067914e-05,0.2340158720035106,0.02561692497693
wall-robot-navigation,tabicl,15,0,0.999893768358158,5.997742090173483e-05,0.5065497909672558,0.2353172800503671
wall-robot-navigation,tabpfn,15,0,0.9997866839530952,0.00013012764126251727,0.5234831641428173,0.7994651580229402
wall-robot-navigation,xgboost,15,0,0.9999827624897869,2.1581637291126188e-05,0.1832130139227956,0.0036771339364349
wdbc,catboost,15,0,0.9936650552178995,0.0050006753706546385,1.8381488379091024,0.0021425168961286
wdbc,lightgbm,15,0,0.9926473425681854,0.005772803911212755,0.0523702590726316,0.0016935470048338
wdbc,random_forest,15,0,0.9894750068022259,0.008190047596288297,0.1235484671778976,0.0154655419755727
wdbc,tabicl,15,0,0.9973293969963912,0.0033761620009231668,0.5017433969769627,0.0901463408954441
wdbc,tabpfn,15,0,0.9973952096154302,0.003525290257770216,0.5169353468809277,0.4067009021528065
wdbc,xgboost,15,0,0.9934653066258591,0.0049137171179429425,0.0426277441438287,0.0026626328472048
wilt,catboost,15,0,0.9914839590149678,0.006397199403713514,1.1245514870388431,0.0022215339704416
wilt,lightgbm,15,0,0.988496581630075,0.009081485486196895,0.0549149310099892,0.0017071239999495
wilt,random_forest,15,0,0.9868004145701527,0.010263685255205495,0.121370680979453,0.0135629949509166
wilt,tabicl,15,0,0.9960126362981574,0.0035957516696223093,0.2914593369932845,0.1231734750326722
wilt,tabpfn,15,0,0.9951374803082121,0.005472709547725393,0.3745808980311267,0.4136596160242334
wilt,xgboost,15,0,0.9891428340028475,0.007028806277739045,0.0370732730370946,0.0014134949888102
