dataset,algorithm,n_folds,n_failed,roc_auc_mean,roc_auc_std,train_time_median_s,inference_time_median_s
balance-scale,catboost,15,0,0.950633789983755,0.007737022329365633,0.3388534821569919,0.0018040409777313
balance-scale,lightgbm,15,0,0.9279147901400442,0.01093583495542841,0.0783010181039571,0.0018381010740995
balance-scale,random_forest,15,0,0.8386717026917487,0.01356283541270846,0.1282575060613453,0.0256174430251121
balance-scale,tabicl,15,0,0.9993417837715018,0.0009635885181703705,0.3469328300561756,0.0615507890470325
balance-scale,tabpfn,15,0,0.9993727119226833,0.0008195612040160239,0.5140622649341822,0.4072491971310228
balance-scale,xgboost,15,0,0.9318101638493049,0.008673938147273012,0.0772517118602991,0.0022659490350633
bank-marketing,catboost,15,0,0.9380138096630416,0.002894573189152108,18.262132534058765,0.0252370019443333
bank-marketing,lightgbm,15,0,0.9363952315764981,0.0031848577243246082,0.1648363841231912,0.0126026670914143
bank-marketing,random_forest,15,0,0.9269203801275059,0.0037987305539000328,0.9700616369955242,0.0534239648841321
bank-marketing,tabicl,15,0,0.941907960802761,0.0028926671037803847,0.9238987620919944,2.4108867840841413
bank-marketing,tabpfn,15,0,0.9449042438321489,0.002843494364346132,0.9538726028986276,4.69734405586496
bank-marketing,xgboost,15,0,0.9306348777312029,0.002854817179737732,0.1236899609211832,0.0054403338581323
banknote-authentication,catboost,15,0,0.9999749521129514,7.268994388671325e-05,1.1262006820179522,0.0013154729967936
banknote-authentication,lightgbm,15,0,0.9996308138824507,0.0005384866802296559,0.0849164809915237,0.0017332779825665
banknote-authentication,random_forest,15,0,0.9998834544842766,0.00012548673975146935,0.1402472589979879,0.0250555530074052
banknote-authentication,tabicl,15,0,1.0,0.0,0.3440104329492897,0.0854872930212877
banknote-authentication,tabpfn,15,0,1.0,0.0,0.5245829480118118,0.415188005019445
banknote-authentication,xgboost,15,0,0.9998746195822784,0.00023632442247887097,0.0342065329896286,0.0016798669821582
blood-transfusion-service-center,catboost,15,0,0.7360960271047989,0.03241501764231806,0.7156109409988858,0.0011146739707328
blood-transfusion-service-center,lightgbm,15,0,0.6981792444073146,0.03179528472971921,0.0499358649831265,0.0017316949670203
blood-transfusion-service-center,random_forest,15,0,0.686112271419289,0.03698727585048936,0.1337396340095438,0.0253033279441297
blood-transfusion-service-center,tabicl,15,0,0.7587099693678641,0.036941476373415175,0.3657636389834806,0.0672561079845763
blood-transfusion-service-center,tabpfn,15,0,0.7592831616077229,0.0377149770585934,0.5214757790090516,0.4042722980375401
blood-transfusion-service-center,xgboost,15,0,0.6815884618954794,0.036576969684733195,0.0458484549890272,0.0022362080053426
breast-w,catboost,15,0,0.9930718947078752,0.004651957383165118,0.4697229840094223,0.0010958799975924
breast-w,lightgbm,15,0,0.9925879395793993,0.004069261207048272,0.0403457949869334,0.0010709940106607
breast-w,random_forest,15,0,0.9918372273061159,0.005248285758749234,0.0965651409933343,0.0135283909621648
