run_id,dataset,dataset_id,algorithm,repeat,fold,n_train,n_test,n_features,n_categorical,n_classes,roc_auc,train_time_s,inference_time_s,warmup_s,device,preprocessing,raw_error,error,git_commit,hostname,timestamp
subset_v2_local,sick,38,random_forest,0,0,3017,755,29,22,2,0.9952934322683511,0.26145620299939765,0.056197168998551206,,cpu x12,median imputacija (numerične) + most-frequent imputacija in ordinalno kodiranje (kategorične); RandomForest nima nativne podpore za NaN/kategorije,,,fbcf686,Kremen,2026-09-09T12:46:28+02:00
subset_v2_local,sick,38,random_forest,0,1,3017,755,29,22,2,0.9966492366871018,0.2601608969998779,0.055596287000298616,,cpu x12,median imputacija (numerične) + most-frequent imputacija in ordinalno kodiranje (kategorične); RandomForest nima nativne podpore za NaN/kategorije,,,fbcf686,Kremen,2026-09-09T12:46:29+02:00
subset_v2_local,sick,38,random_forest,0,2,3018,754,29,22,2,0.9962386391549989,0.2525061240012292,0.05548852799984161,,cpu x12,median imputacija (numerične) + most-frequent imputacija in ordinalno kodiranje (kategorične); RandomForest nima nativne podpore za NaN/kategorije,,,fbcf686,Kremen,2026-09-09T12:46:29+02:00
subset_v2_local,sick,38,random_forest,0,3,3018,754,29,22,2,0.997466838614591,0.2591445260004548,0.056427198000164935,,cpu x12,median imputacija (numerične) + most-frequent imputacija in ordinalno kodiranje (kategorične); RandomForest nima nativne podpore za NaN/kategorije,,,fbcf686,Kremen,2026-09-09T12:46:29+02:00
subset_v2_local,sick,38,random_forest,0,4,3018,754,29,22,2,0.9963307541144681,0.25390305099972466,0.05527716200049326,,cpu x12,median imputacija (numerične) + most-frequent imputacija in ordinalno kodiranje (kategorične); RandomForest nima nativne podpore za NaN/kategorije,,,fbcf686,Kremen,2026-09-09T12:46:29+02:00
subset_v2_local,sick,38,xgboost,0,0,3017,755,29,22,2,0.9972097872079475,0.0364101520008262,0.0020404859988047974,,cpu x12,nativna obravnava NaN (numerične ostanejo nespremenjene); kategorične stolpce ordinalno kodiramo v številske kode (NaN ohranjen),,,fbcf686,Kremen,2026-09-09T12:46:30+02:00
subset_v2_local,sick,38,xgboost,0,1,3017,755,29,22,2,0.9830207957687221,0.03572375200019451,0.0021282800007611513,,cpu x12,nativna obravnava NaN (numerične ostanejo nespremenjene); kategorične stolpce ordinalno kodiramo v številske kode (NaN ohranjen),,,fbcf686,Kremen,2026-09-09T12:46:30+02:00
subset_v2_local,sick,38,xgboost,0,2,3018,754,29,22,2,0.9985261606484893,0.03747762300008617,0.003054025999517762,,cpu x12,nativna obravnava NaN (numerične ostanejo nespremenjene); kategorične stolpce ordinalno kodiramo v številske kode (NaN ohranjen),,,fbcf686,Kremen,2026-09-09T12:46:30+02:00
subset_v2_local,sick,38,xgboost,0,3,3018,754,29,22,2,0.9989867354458365,0.04054352099956304,0.0021955359989078715,,cpu x12,nativna obravnava NaN (numerične ostanejo nespremenjene); kategorične stolpce ordinalno kodiramo v številske kode (NaN ohranjen),,,fbcf686,Kremen,2026-09-09T12:46:30+02:00
subset_v2_local,sick,38,xgboost,0,4,3018,754,29,22,2,0.9988332105133874,0.042053998999108444,0.0022673280000162777,,cpu x12,nativna obravnava NaN (numerične ostanejo nespremenjene); kategorične stolpce ordinalno kodiramo v številske kode (NaN ohranjen),,,fbcf686,Kremen,2026-09-09T12:46:30+02:00
subset_v2_local,sick,38,lightgbm,0,0,3017,755,29,22,2,0.9978230207886184,0.06220469400068396,0.007552978000603616,,cpu x12,nativna obravnava NaN; kategorične stolpce pretvorimo v pandas 'category' dtype za nativno kategorično podporo LightGBM; preostale stolpce eksplicitno pretvorimo v float (nekateri numerični OpenML atributi se zaradi manjkajočih vrednosti naložijo kot object dtype),,,fbcf686,Kremen,2026-09-09T12:46:30+02:00
subset_v2_local,sick,38,lightgbm,0,1,3017,755,29,22,2,0.9936290419521576,0.06345128499924613,0.006415465999452863,,cpu x12,nativna obravnava NaN; kategorične stolpce pretvorimo v pandas 'category' dtype za nativno kategorično podporo LightGBM; preostale stolpce eksplicitno pretvorimo v float (nekateri numerični OpenML atributi se zaradi manjkajočih vrednosti naložijo kot object dtype),,,fbcf686,Kremen,2026-09-09T12:46:30+02:00
subset_v2_local,sick,38,lightgbm,0,2,3018,754,29,22,2,0.9991095553917957,0.0644998649986519,0.00604866200046672,,cpu x12,nativna obravnava NaN; kategorične stolpce pretvorimo v pandas 'category' dtype za nativno kategorično podporo LightGBM; preostale stolpce eksplicitno pretvorimo v float (nekateri numerični OpenML atributi se zaradi manjkajočih vrednosti naložijo kot object dtype),,,fbcf686,Kremen,2026-09-09T12:46:30+02:00
subset_v2_local,sick,38,lightgbm,0,3,3018,754,29,22,2,0.9984954556619995,0.0659024420001515,0.008994216001156019,,cpu x12,nativna obravnava NaN; kategorične stolpce pretvorimo v pandas 'category' dtype za nativno kategorično podporo LightGBM; preostale stolpce eksplicitno pretvorimo v float (nekateri numerični OpenML atributi se zaradi manjkajočih vrednosti naložijo kot object dtype),,,fbcf686,Kremen,2026-09-09T12:46:30+02:00
subset_v2_local,sick,38,lightgbm,0,4,3018,754,29,22,2,0.9976357160402849,0.06449441099903197,0.006887228999403305,,cpu x12,nativna obravnava NaN; kategorične stolpce pretvorimo v pandas 'category' dtype za nativno kategorično podporo LightGBM; preostale stolpce eksplicitno pretvorimo v float (nekateri numerični OpenML atributi se zaradi manjkajočih vrednosti naložijo kot object dtype),,,fbcf686,Kremen,2026-09-09T12:46:30+02:00
subset_v2_local,sick,38,catboost,0,0,3017,755,29,22,2,0.9980683142208868,2.2029221180000604,0.006173114001285285,,cpu x12,nativna obravnava NaN (numerične); kategorične stolpce pretvorimo v string (NaN -> 'nan' kot lastna kategorija) in podamo kot cat_features,,,fbcf686,Kremen,2026-09-09T12:46:33+02:00
subset_v2_local,sick,38,catboost,0,1,3017,755,29,22,2,0.9944103858636857,2.100646113000039,0.003978060000008554,,cpu x12,nativna obravnava NaN (numerične); kategorične stolpce pretvorimo v string (NaN -> 'nan' kot lastna kategorija) in podamo kot cat_features,,,fbcf686,Kremen,2026-09-09T12:46:35+02:00
subset_v2_local,sick,38,catboost,0,2,3018,754,29,22,2,0.9995394252026529,2.2199592950000806,0.004033753999465262,,cpu x12,nativna obravnava NaN (numerične); kategorične stolpce pretvorimo v string (NaN -> 'nan' kot lastna kategorija) in podamo kot cat_features,,,fbcf686,Kremen,2026-09-09T12:46:37+02:00
subset_v2_local,sick,38,catboost,0,3,3018,754,29,22,2,0.9993551952837141,2.2067562129996077,0.004148116999203921,,cpu x12,nativna obravnava NaN (numerične); kategorične stolpce pretvorimo v string (NaN -> 'nan' kot lastna kategorija) in podamo kot cat_features,,,fbcf686,Kremen,2026-09-09T12:46:39+02:00
subset_v2_local,sick,38,catboost,0,4,3018,754,29,22,2,0.9992630803242446,2.441956991000552,0.004069379998327349,,cpu x12,nativna obravnava NaN (numerične); kategorične stolpce pretvorimo v string (NaN -> 'nan' kot lastna kategorija) in podamo kot cat_features,,,fbcf686,Kremen,2026-09-09T12:46:42+02:00
