dataset,algorithm,fold,roc_auc,train_time_s,inference_time_s,error
dna,random_forest,2,0.9916973573834972,0.2220902839908376,0.0406071579782292,
dna,random_forest,3,0.9954456012483864,0.2297158819856122,0.0402954029850661,
dna,random_forest,4,0.9920322249836614,0.2200424099573865,0.0421805629739537,
dna,xgboost,0,0.995807038831878,0.4617172710131854,0.0189213179983198,
dna,xgboost,1,0.9941892714240324,0.2448726380243897,0.0193316300865262,
dna,xgboost,2,0.993259411244128,0.2374935270054265,0.0191998730879277,
dna,xgboost,3,0.9959372470035346,0.252568720956333,0.0188473879825323,
dna,xgboost,4,0.9944757629218612,0.2490239769686013,0.0186772840097546,
dna,lightgbm,0,0.9937492310962498,0.3882981470087543,0.1339707240695133,
dna,lightgbm,1,0.9956268448360148,0.391803783015348,0.0201452120672911,
dna,lightgbm,2,0.992515438785048,0.4019474959932267,0.023333154967986,
dna,lightgbm,3,0.9969633352551748,0.3989407230401411,0.0217098949942737,
dna,lightgbm,4,0.994328819042698,0.4191136070294305,0.0219770040130242,
dna,catboost,0,0.9951039873286676,9.170035185990857,0.0119990479433909,
dna,catboost,1,0.995164104220278,9.082601568079554,0.0110953509574756,
dna,catboost,2,0.9934364458735592,8.896247870987281,0.0113018889678642,
dna,catboost,3,0.9959869113503376,8.875666599022225,0.0112469670129939,
dna,catboost,4,0.9940870138790824,8.844996756059118,0.0113455340033397,
dna,tabpfn,0,0.9935991212211284,1.6011045870836824,3.137556337984279,
dna,tabpfn,1,0.996846490767844,1.420080685056746,2.2748583430657163,
dna,tabpfn,2,0.9918005210567854,1.1971640599658713,2.0179438029881567,
dna,tabpfn,3,0.9973059675710856,1.317510972963646,2.0037121259374544,
dna,tabpfn,4,0.9959700980218354,1.218018600018695,2.0040014679543674,
dna,tabicl,0,0.9940286321351216,0.6354347200831398,0.7605804980266839,
dna,tabicl,1,0.996430055491884,0.7425121910637245,0.656711399089545,
dna,tabicl,2,0.994557062294594,0.6316953249042854,0.5982516770018265,
dna,tabicl,3,0.997056421907384,0.6298397689824924,0.5984426920767874,
dna,tabicl,4,0.9959470700039004,0.6348972080741078,0.6002213729079813,
churn,random_forest,0,0.9268033917056778,0.185709886951372,0.0155531070195138,
churn,random_forest,1,0.9390805736507072,0.1806758330203592,0.0154603190021589,
churn,random_forest,2,0.9282234826905768,0.1801755469059571,0.0155371730215847,
churn,random_forest,3,0.9003578581043369,0.1864047329872846,0.0157252930803224,
churn,random_forest,4,0.8976739223218095,0.1810042420402169,0.0155404480174183,
churn,xgboost,0,0.927748742971788,0.2886148089310154,0.004067062982358,
churn,xgboost,1,0.9484473947109868,0.0896008070558309,0.0047776019200682,
churn,xgboost,2,0.9420404725930696,0.0856356859439984,0.0038961680838838,
churn,xgboost,3,0.9090170392987296,0.0848438960965722,0.0039324630051851,
churn,xgboost,4,0.887980564036902,0.0856271439697593,0.0039607449434697,
churn,lightgbm,0,0.9209702854217754,0.1006600749678909,0.0034499230096116,
churn,lightgbm,1,0.9416771935039092,0.098620373988524,0.0034086509840562,
churn,lightgbm,2,0.9421065233365532,0.0963284469908103,0.003541189013049,
churn,lightgbm,3,0.9087872221675038,0.0978660490363836,0.0033988769864663,
churn,lightgbm,4,0.8978052463967957,0.0995045920135453,0.0035398580366745,
churn,catboost,0,0.9211932066810328,6.631272090948187,0.0028350759530439,
churn,catboost,1,0.9482079607658584,6.638524984009564,0.0027450619963929,
churn,catboost,2,0.9482822678522776,6.90870221494697,0.0054738610051572,
churn,catboost,3,0.908122394037887,6.734039388014935,0.0027084870962426,
churn,catboost,4,0.9010308939886404,6.607239022967406,0.0024315050104632,
churn,tabpfn,0,0.931084305517714,0.8174534549470991,1.8246695179259405,
churn,tabpfn,1,0.9573312197095418,0.5076089460635558,0.6024009530665353,
churn,tabpfn,2,0.9398979516013176,0.4537070189835503,0.594906501006335,
churn,tabpfn,3,0.910043008634558,0.4361693930113688,0.5942712040850893,
churn,tabpfn,4,0.9197527824288388,0.4408487000036984,0.592586902086623,
churn,tabicl,0,0.9307499236288276,0.2820905019761994,0.3537587060127407,
churn,tabicl,1,0.9446825023324168,0.4303598030237481,0.1822616669815033,
churn,tabicl,2,0.951560035997655,0.2785033239051699,0.1863483189372345,
churn,tabicl,3,0.9229291834925636,0.2778974419925362,0.1877417969517409,
churn,tabicl,4,0.9093330378541646,0.2792901979992166,0.1926639949670061,
Devnagari-Script,random_forest,0,0.9963514915458936,22.98968623694964,0.2997804649639874,
Devnagari-Script,random_forest,1,0.9961757367149758,23.28196448704693,0.3005747580900788,
Devnagari-Script,random_forest,2,0.9962545153985508,22.99568527902011,0.2644567440729588,
Devnagari-Script,random_forest,3,0.9964587379227052,22.785435465048067,0.2693004360189661,
Devnagari-Script,random_forest,4,0.9958728260869564,23.14957425207831,0.2717043199809268,
Devnagari-Script,xgboost,0,0.9984993251811596,729.9858874280471,0.5385687369853258,
Devnagari-Script,xgboost,1,0.9983771890096618,735.1202769669471,0.5073284809477627,
Devnagari-Script,xgboost,2,0.9982154000603864,727.8537233880488,0.469280824996531,
Devnagari-Script,xgboost,3,0.998491286231884,730.4772186769405,0.4718735619680956,
Devnagari-Script,xgboost,4,0.9981307759661834,727.273088915972,0.6098992100451142,
Devnagari-Script,lightgbm,0,0.998207104468599,294.341959804995,1.0130229439819232,
Devnagari-Script,lightgbm,1,0.998125975241546,297.4324677659897,0.9794062400469556,
Devnagari-Script,lightgbm,2,0.997931699879227,281.7341854419792,0.9953948820475488,
Devnagari-Script,lightgbm,3,0.9983784812801934,295.3699518889189,0.8546897220658138,
Devnagari-Script,lightgbm,4,0.9979502657004832,315.9157947739586,0.9925167569890618,
Devnagari-Script,catboost,0,0.9993956853864734,4827.02556334401,0.1338523370213806,
Devnagari-Script,catboost,1,0.9993542361111112,4818.147331577959,0.1165258300025016,
Devnagari-Script,catboost,2,0.9993354559178744,4819.040340390056,0.1260495920432731,
Devnagari-Script,catboost,3,0.9994202264492752,4820.993901115959,0.1169320769840851,
Devnagari-Script,catboost,4,0.999276663647343,4839.571270187036,0.119280747952871,
Devnagari-Script,tabpfn,0,0.9998155585748792,3.622931318008341,28.67505133303348,
Devnagari-Script,tabpfn,1,0.9997665187198068,3.4888042700476944,26.87132361892145,
Devnagari-Script,tabpfn,2,0.9997802143719808,3.5581881509860978,26.94623089092784,
Devnagari-Script,tabpfn,3,0.999792388285024,3.48351847298909,27.05394598399289,
Devnagari-Script,tabpfn,4,0.9997482820048308,3.490585046005436,26.8981369799003,
Devnagari-Script,tabicl,0,0.9999040851449276,41.6702297469601,255.07542622019537,
Devnagari-Script,tabicl,1,0.9998764341787442,41.26831385004334,236.07221791986376,
Devnagari-Script,tabicl,2,0.9998756295289852,41.160777358105406,235.75347048812543,
Devnagari-Script,tabicl,3,0.9998958997584542,41.50748987402767,236.00242085312493,
Devnagari-Script,tabicl,4,0.9998641847826087,41.3612075150013,235.14339580200613,
CIFAR_10,random_forest,0,0.847577862654321,41.565398502978496,0.3523351959884166,
CIFAR_10,random_forest,1,0.8536223032407408,41.619858325022506,0.3399635289970319,
CIFAR_10,random_forest,2,0.8491961304012345,41.58178958698409,0.4033263750025071,
CIFAR_10,random_forest,3,0.8498686535493828,41.39029436401324,0.3257902380137238,
CIFAR_10,random_forest,4,0.8528128433641975,41.478351933998056,0.3350952040054835,
CIFAR_10,xgboost,0,0.8962206018518518,429.8261641919962,0.3217803529987577,
CIFAR_10,xgboost,1,0.899649899691358,422.737882218993,0.432727615989279,
CIFAR_10,xgboost,2,0.8975255555555556,426.6506340019987,0.4294760090124327,
CIFAR_10,xgboost,3,0.8963444328703705,425.69154915300896,0.3206855290045496,
CIFAR_10,xgboost,4,0.901687989969136,425.4975961150194,0.3100140349997673,
CIFAR_10,lightgbm,0,0.8926625462962962,126.09554207802285,0.2928874249919317,
CIFAR_10,lightgbm,1,0.8965099614197533,126.05097844600095,0.3691307120025158,
CIFAR_10,lightgbm,2,0.8929566280864198,125.6750062170031,0.2177105710143223,
CIFAR_10,lightgbm,3,0.894595401234568,125.67762342398056,0.2683656270091887,
CIFAR_10,lightgbm,4,0.8969685493827161,125.11590494398844,0.3018900750030298,
CIFAR_10,catboost,0,0.9089312422839508,2049.7052096299885,0.1031166900065727,
CIFAR_10,catboost,1,0.9111450231481484,2054.0420694740023,0.0970706869848072,
CIFAR_10,catboost,2,0.9094668441358024,2052.2379620809807,0.0939344969810918,
CIFAR_10,catboost,3,0.9099059953703704,2053.605242506019,0.093806624005083,
CIFAR_10,catboost,4,0.9128524537037036,2054.85091403799,0.096056377980858,
CIFAR_10,tabpfn,0,,,,raw failed: Number of features `3072` in the input data is greater than the maximum number of features `2000` officially supported by the TabPFN model. Set `ignore_pretraining_limits=True` to override this error!; fallback failed: Number of features `3072` in the input data is greater than the maximum number of features `2000` officially supported by the TabPFN model. Set `ignore_pretraining_limits=True` to override this error!
CIFAR_10,tabpfn,1,,,,raw failed: Number of features `3072` in the input data is greater than the maximum number of features `2000` officially supported by the TabPFN model. Set `ignore_pretraining_limits=True` to override this error!; fallback failed: Number of features `3072` in the input data is greater than the maximum number of features `2000` officially supported by the TabPFN model. Set `ignore_pretraining_limits=True` to override this error!
CIFAR_10,tabpfn,2,,,,raw failed: Number of features `3072` in the input data is greater than the maximum number of features `2000` officially supported by the TabPFN model. Set `ignore_pretraining_limits=True` to override this error!; fallback failed: Number of features `3072` in the input data is greater than the maximum number of features `2000` officially supported by the TabPFN model. Set `ignore_pretraining_limits=True` to override this error!
CIFAR_10,tabpfn,3,,,,raw failed: Number of features `3072` in the input data is greater than the maximum number of features `2000` officially supported by the TabPFN model. Set `ignore_pretraining_limits=True` to override this error!; fallback failed: Number of features `3072` in the input data is greater than the maximum number of features `2000` officially supported by the TabPFN model. Set `ignore_pretraining_limits=True` to override this error!
CIFAR_10,tabpfn,4,,,,raw failed: Number of features `3072` in the input data is greater than the maximum number of features `2000` officially supported by the TabPFN model. Set `ignore_pretraining_limits=True` to override this error!; fallback failed: Number of features `3072` in the input data is greater than the maximum number of features `2000` officially supported by the TabPFN model. Set `ignore_pretraining_limits=True` to override this error!
CIFAR_10,tabicl,0,,,,"raw failed: CPU memory allocation failed ([enforce fail at alloc_cpu.cpp:127] err == 0. DefaultCPUAllocator: can't allocate memory: you tried to allocate 377978880000 bytes. Error code 12 (Cannot allocate memory)) and disk offload is not available. Please specify disk_offload_dir in the configuration to enable disk offloading, or reduce the output size (estimated: 360469MB).; fallback failed: CPU memory allocation failed ([enforce fail at alloc_cpu.cpp:127] err == 0. DefaultCPUAllocator: can't allocate memory: you tried to allocate 377978880000 bytes. Error code 12 (Cannot allocate memory)) and disk offload is not available. Please specify disk_offload_dir in the configuration to enable disk offloading, or reduce the output size (estimated: 360469MB)."
CIFAR_10,tabicl,1,,,,"raw failed: CPU memory allocation failed ([enforce fail at alloc_cpu.cpp:127] err == 0. DefaultCPUAllocator: can't allocate memory: you tried to allocate 377978880000 bytes. Error code 12 (Cannot allocate memory)) and disk offload is not available. Please specify disk_offload_dir in the configuration to enable disk offloading, or reduce the output size (estimated: 360469MB).; fallback failed: CPU memory allocation failed ([enforce fail at alloc_cpu.cpp:127] err == 0. DefaultCPUAllocator: can't allocate memory: you tried to allocate 377978880000 bytes. Error code 12 (Cannot allocate memory)) and disk offload is not available. Please specify disk_offload_dir in the configuration to enable disk offloading, or reduce the output size (estimated: 360469MB)."
CIFAR_10,tabicl,2,,,,"raw failed: CPU memory allocation failed ([enforce fail at alloc_cpu.cpp:127] err == 0. DefaultCPUAllocator: can't allocate memory: you tried to allocate 377978880000 bytes. Error code 12 (Cannot allocate memory)) and disk offload is not available. Please specify disk_offload_dir in the configuration to enable disk offloading, or reduce the output size (estimated: 360469MB).; fallback failed: CPU memory allocation failed ([enforce fail at alloc_cpu.cpp:127] err == 0. DefaultCPUAllocator: can't allocate memory: you tried to allocate 377978880000 bytes. Error code 12 (Cannot allocate memory)) and disk offload is not available. Please specify disk_offload_dir in the configuration to enable disk offloading, or reduce the output size (estimated: 360469MB)."
CIFAR_10,tabicl,3,,,,"raw failed: CPU memory allocation failed ([enforce fail at alloc_cpu.cpp:127] err == 0. DefaultCPUAllocator: can't allocate memory: you tried to allocate 377978880000 bytes. Error code 12 (Cannot allocate memory)) and disk offload is not available. Please specify disk_offload_dir in the configuration to enable disk offloading, or reduce the output size (estimated: 360469MB).; fallback failed: CPU memory allocation failed ([enforce fail at alloc_cpu.cpp:127] err == 0. DefaultCPUAllocator: can't allocate memory: you tried to allocate 377978880000 bytes. Error code 12 (Cannot allocate memory)) and disk offload is not available. Please specify disk_offload_dir in the configuration to enable disk offloading, or reduce the output size (estimated: 360469MB)."
CIFAR_10,tabicl,4,,,,"raw failed: CPU memory allocation failed ([enforce fail at alloc_cpu.cpp:127] err == 0. DefaultCPUAllocator: can't allocate memory: you tried to allocate 377978880000 bytes. Error code 12 (Cannot allocate memory)) and disk offload is not available. Please specify disk_offload_dir in the configuration to enable disk offloading, or reduce the output size (estimated: 360469MB).; fallback failed: CPU memory allocation failed ([enforce fail at alloc_cpu.cpp:127] err == 0. DefaultCPUAllocator: can't allocate memory: you tried to allocate 377978880000 bytes. Error code 12 (Cannot allocate memory)) and disk offload is not available. Please specify disk_offload_dir in the configuration to enable disk offloading, or reduce the output size (estimated: 360469MB)."
MiceProtein,random_forest,0,1.0,0.1628424681257456,0.0249266710598021,
MiceProtein,random_forest,1,0.9999327956989248,0.1545494310557842,0.0149102618452161,
MiceProtein,random_forest,2,0.999926702241517,0.1603296268731355,0.0146400989033281,
MiceProtein,random_forest,3,0.9999195010209048,0.1615871239919215,0.0250958730466663,
MiceProtein,random_forest,4,1.0,0.1605638670735061,0.0147198990453034,
MiceProtein,xgboost,0,0.9999755046051342,0.9286230860743672,0.0123957488685846,
MiceProtein,xgboost,1,0.9999204841797434,0.6763401261996478,0.0126440711319446,
MiceProtein,xgboost,2,0.999209035798044,0.6765943360514939,0.0123029011301696,
MiceProtein,xgboost,3,0.999846997995146,0.6838980559259653,0.0121840629726648,
MiceProtein,xgboost,4,0.9994204863679176,0.6850503059104085,0.0132921179756522,
MiceProtein,lightgbm,0,1.0,0.9618386968504636,0.0045534060336649,
MiceProtein,lightgbm,1,1.0,0.9494825568981468,0.0043126458767801,
MiceProtein,lightgbm,2,0.9998858988703672,0.9539102651178836,0.0043504119385033,
MiceProtein,lightgbm,3,1.0,0.9475390561856328,0.0048951660282909,
MiceProtein,lightgbm,4,1.0,0.9651044509373604,0.0044633008074015,
MiceProtein,catboost,0,1.0,33.07821866800077,0.0050197120290249,
MiceProtein,catboost,1,1.0,28.812656494090334,0.0045832400210201,
MiceProtein,catboost,2,1.0,28.681977808009837,0.0044029210694134,
MiceProtein,catboost,3,1.0,30.14584315381944,0.0044111830648034,
MiceProtein,catboost,4,1.0,33.0113847150933,0.0046432500239461,
MiceProtein,tabpfn,0,1.0,1.1800110491458329,2.127262406051159,
MiceProtein,tabpfn,1,1.0,0.6468995788600296,0.4965490840841084,
MiceProtein,tabpfn,2,1.0,0.5545042671728879,0.4966610309202224,
MiceProtein,tabpfn,3,1.0,0.563766430830583,0.4985280178952962,
MiceProtein,tabpfn,4,1.0,0.6815849940758198,0.4960720930248499,
MiceProtein,tabicl,0,1.0,0.4771370140369981,0.4205832018051296,
MiceProtein,tabicl,1,1.0,0.4454132081009447,0.1382406819611787,
MiceProtein,tabicl,2,1.0,0.4507108849938959,0.1402159892022609,
MiceProtein,tabicl,3,1.0,0.4080465629231184,0.1383564448915422,
MiceProtein,tabicl,4,1.0,0.4603645221795887,0.1381400011014193,
car,random_forest,0,0.9992555412205986,0.0826902700355276,0.0135595280444249,
car,random_forest,1,0.999751953457236,0.0819731269730255,0.0135093429125845,
car,random_forest,2,0.9990937999955312,0.0821312639163807,0.0135929370298981,
car,random_forest,3,0.9989040222386664,0.0795129539910703,0.0135168129345402,
car,random_forest,4,0.9985395048828444,0.0812412409577518,0.0135541090276092,
car,xgboost,0,0.999987930285328,0.8737030429765582,0.0022695270599797,
car,xgboost,1,0.9998024311313712,0.0489665990462526,0.002038761973381,
car,xgboost,2,0.999975860570656,0.0482891249703243,0.0020033080363646,
car,xgboost,3,0.9994944524064152,0.0478354750666767,0.0019989518914371,
car,xgboost,4,1.0,0.0482713989913463,0.0020118610700592,
car,lightgbm,0,0.9998814393193828,0.0914510450093075,0.0036513659870252,
car,lightgbm,1,0.9999100042811132,0.0901330310152843,0.0034945309162139,
car,lightgbm,2,0.999084296646016,0.0894402549602091,0.0035646259784698,
car,lightgbm,3,0.9996585374785282,0.0883011290570721,0.0035414410522207,
car,lightgbm,4,0.9998109400891794,0.0892692289780825,0.0036796880885958,
car,catboost,0,0.9999637908559842,7.218092850991525,0.002408004947938,
car,catboost,1,0.999579537132164,7.15681328997016,0.0032714669359847,
car,catboost,2,1.0,7.252264642971568,0.0015124640194699,
car,catboost,3,0.999814113237958,7.466288509080186,0.0015072970418259,
car,catboost,4,1.0,7.306144376052543,0.0015776519430801,
car,tabpfn,0,0.9999119881470336,0.6941930610919371,0.9917029690695928,
car,tabpfn,1,1.0,0.391853202949278,0.285197747987695,
car,tabpfn,2,0.999987930285328,0.3357155789854005,0.2850856899749487,
car,tabpfn,3,1.0,0.3377288629999384,0.4214272829703986,
car,tabpfn,4,1.0,0.3446355409687385,0.285910504986532,
car,tabicl,0,0.9998679822205506,0.2124385229544714,0.2300001219846308,
car,tabicl,1,1.0,0.2324068440357223,0.0586618719389662,
car,tabicl,2,0.9998242814944313,0.2313569920370355,0.0588072099490091,
car,tabicl,3,0.999867133367219,0.3220016909763217,0.1158073450205847,
car,tabicl,4,1.0,0.2085935570066794,0.0588048161007463,
Internet-Advertisements,random_forest,0,0.9767672679617638,0.9443339519202708,0.1966700089396909,
Internet-Advertisements,random_forest,1,0.985786694418748,1.021466852980666,0.1984423720277845,
Internet-Advertisements,random_forest,2,0.9882920906567992,0.9277409430360422,0.199761948082596,
Internet-Advertisements,random_forest,3,0.9963189947579402,1.0348328810650855,0.198573317960836,
Internet-Advertisements,random_forest,4,0.982746863066012,0.9033600769471376,0.2000686370301991,
Internet-Advertisements,xgboost,0,0.9597113012642616,1.4887987510301173,0.1207734380150213,
Internet-Advertisements,xgboost,1,0.9816238822078324,0.5348341430071741,0.1192401519510895,
Internet-Advertisements,xgboost,2,0.9807855380820228,0.6164249880239367,0.1188876749947667,
Internet-Advertisements,xgboost,3,0.986422679617638,0.5323047870770097,0.1186725629959255,
Internet-Advertisements,xgboost,4,0.9696243472839218,0.5220923799788579,0.2323080860078334,
Internet-Advertisements,lightgbm,0,0.9572444495837188,0.3100087989587337,0.2272751020500436,
Internet-Advertisements,lightgbm,1,0.9856614246068456,0.3186501830350607,0.2387714718934148,
Internet-Advertisements,lightgbm,2,0.9846785383903792,0.3119374649832025,0.2285906720208004,
Internet-Advertisements,lightgbm,3,0.9891786154794944,0.3184289130149409,0.2264685749541968,
Internet-Advertisements,lightgbm,4,0.9736185800015588,0.3123048150446266,0.2315387950511649,
Internet-Advertisements,catboost,0,0.947386679000925,2.334212798043154,0.0742775580147281,
Internet-Advertisements,catboost,1,0.9836089269195192,2.3076594590675086,0.0719650560058653,
Internet-Advertisements,catboost,2,0.9837341967314216,5.888185026007704,0.0734011150198057,
Internet-Advertisements,catboost,3,0.9905565834104224,5.984611920081079,0.1796174129704013,
Internet-Advertisements,catboost,4,0.9644221027199752,5.778485524002463,0.1773067829199135,
Internet-Advertisements,tabpfn,0,0.9793786617329634,3.963880488066934,3.601682226988487,
Internet-Advertisements,tabpfn,1,0.9895062442183165,3.7286973079899326,2.495873720967211,
Internet-Advertisements,tabpfn,2,0.988359543632439,3.653577990015037,2.4802448850823566,
Internet-Advertisements,tabpfn,3,0.9960299105766266,3.6865396719658743,2.492789653944783,
Internet-Advertisements,tabpfn,4,0.9804282596835788,3.686829574988224,2.7096919090254232,
Internet-Advertisements,tabicl,0,0.9745509559050264,4.724580334033817,4.110829569050111,
Internet-Advertisements,tabicl,1,0.9879066450817144,4.731712169013917,4.049245802918449,
Internet-Advertisements,tabicl,2,0.9834643848288622,4.743515679030679,4.0656877350993454,
Internet-Advertisements,tabicl,3,0.9949506629663892,4.737912100972608,4.064472434925847,
Internet-Advertisements,tabicl,4,0.9776225547502142,4.6870132689364254,4.159612372983247,
mfeat-pixel,random_forest,0,0.9984756944444444,0.1865473850630223,0.0268303470220416,
mfeat-pixel,random_forest,1,0.9984201388888888,0.1862363500986248,0.0292289869394153,
mfeat-pixel,random_forest,2,0.9984826388888888,0.1831291939597576,0.0160613670013844,
mfeat-pixel,random_forest,3,0.9989340277777776,0.1787019979674369,0.0259682009927928,
mfeat-pixel,random_forest,4,0.9995416666666668,0.1816700159106403,0.0157508340198546,
mfeat-pixel,xgboost,0,0.9981527777777778,0.6867328360676765,0.1701262909919023,
mfeat-pixel,xgboost,1,0.9991180555555556,0.4793842597864568,0.0322767649777233,
mfeat-pixel,xgboost,2,0.9985416666666664,0.4738703218754381,0.0320117389783263,
mfeat-pixel,xgboost,3,0.9986805555555556,0.4696463181171566,0.0319329220801591,
mfeat-pixel,xgboost,4,0.9993680555555556,0.4807255109772086,0.032077396987006,
mfeat-pixel,lightgbm,0,0.9984375,0.989411375951022,0.0107163609936833,
mfeat-pixel,lightgbm,1,0.9994583333333332,0.9857497129123658,0.0088745628017932,
mfeat-pixel,lightgbm,2,0.9985833333333332,0.994567320914939,0.008855554042384,
mfeat-pixel,lightgbm,3,0.9985347222222224,0.981872697127983,0.0087053698953241,
mfeat-pixel,lightgbm,4,0.9993819444444444,0.9872616489883512,0.0088969168718904,
mfeat-pixel,catboost,0,0.9997083333333334,15.26730317506008,0.0112815450411289,
mfeat-pixel,catboost,1,0.9994444444444446,14.781157986959442,0.0099561181850731,
mfeat-pixel,catboost,2,0.9988125,11.23807568079792,0.0095734761562198,
mfeat-pixel,catboost,3,0.9992083333333334,11.249911102000624,0.0088162561878561,
mfeat-pixel,catboost,4,0.9998055555555556,11.243371843826026,0.0091300241183489,
mfeat-pixel,tabpfn,0,0.9998194444444444,1.252518717898056,1.840159903978929,
mfeat-pixel,tabpfn,1,0.9996458333333336,0.7119094848167151,0.6770940320566297,
mfeat-pixel,tabpfn,2,0.9991111111111112,0.6078416099771857,0.6766879158094525,
mfeat-pixel,tabpfn,3,0.999597222222222,0.6080093909986317,0.6764720729552209,
mfeat-pixel,tabpfn,4,0.9999652777777778,0.7442622631788254,0.6757888239808381,
mfeat-pixel,tabicl,0,0.9999027777777776,0.711790488101542,0.7389502269215882,
mfeat-pixel,tabicl,1,0.9998680555555556,0.7335336229298264,0.5074301909189671,
mfeat-pixel,tabicl,2,0.999388888888889,0.7418510760180652,0.5071200288366526,
mfeat-pixel,tabicl,3,0.9998125,0.7396585238166153,0.5075212169904262,
mfeat-pixel,tabicl,4,0.9999791666666666,0.7242064049933106,0.5078451000154018,
steel-plates-fault,random_forest,0,0.9609454585510664,0.1688751329202205,0.0248073181137442,
steel-plates-fault,random_forest,1,0.94883762115408,0.1637547728605568,0.0249314340762794,
steel-plates-fault,random_forest,2,0.966669696769592,0.1609876041766256,0.0248404280282557,
steel-plates-fault,random_forest,3,0.9651797107662476,0.1658479161560535,0.0145992960315197,
steel-plates-fault,random_forest,4,0.95876336940952,0.1733162000309676,0.0251547370571643,
steel-plates-fault,xgboost,0,0.965919944681918,0.6359389489516616,0.0071458229795098,
steel-plates-fault,xgboost,1,0.957816798713038,0.4251634490210563,0.0081213591620326,
steel-plates-fault,xgboost,2,0.9695326033536968,0.41633822908625,0.0069702910259366,
steel-plates-fault,xgboost,3,0.9722645054609396,0.4163593619596213,0.0070325441192835,
steel-plates-fault,xgboost,4,0.961326583795998,0.4127395800314843,0.0069833609741181,
steel-plates-fault,lightgbm,0,0.9688424078401948,0.5474581529852003,0.0058063941542059,
steel-plates-fault,lightgbm,1,0.9606248902783208,0.515607314184308,0.0057356990873813,
steel-plates-fault,lightgbm,2,0.9708800967245312,0.5159497549757361,0.0076101559679955,
steel-plates-fault,lightgbm,3,0.9738311102021424,0.514975770842284,0.0057721938937902,
steel-plates-fault,lightgbm,4,0.9635134151536288,0.5081266909837723,0.0056680580601096,
steel-plates-fault,catboost,0,0.9706902487438348,7.557543255155906,0.0033709697891026,
steel-plates-fault,catboost,1,0.9588897278420212,7.941749335965142,0.0032684670295566,
steel-plates-fault,catboost,2,0.9679227972179832,11.690415963996202,0.003977064974606,
steel-plates-fault,catboost,3,0.9705175013494312,11.666754665086046,0.0050335510168224,
steel-plates-fault,catboost,4,0.9633792714339778,11.564320147968829,0.0046251621097326,
steel-plates-fault,tabpfn,0,0.9764784387184234,1.03270968911238,1.6879127039574089,
steel-plates-fault,tabpfn,1,0.9692174607633492,0.6495981910265982,0.7254518331028521,
steel-plates-fault,tabpfn,2,0.97912172527468,0.5583279230631888,0.4906904110684991,
steel-plates-fault,tabpfn,3,0.9810967535493296,0.5523969328496605,0.4957741471007466,
steel-plates-fault,tabpfn,4,0.9732538066772696,0.5519711680244654,0.4911521910689771,
steel-plates-fault,tabicl,0,0.9790289433923725,0.3737312899902463,0.3988573940005153,
steel-plates-fault,tabicl,1,0.9708233717467988,0.3976041940040886,0.2110344259999692,
steel-plates-fault,tabicl,2,0.9776450792804704,0.532013185089454,0.1196012250147759,
steel-plates-fault,tabicl,3,0.98009838366871,0.3986063590273261,0.1197676928713917,
steel-plates-fault,tabicl,4,0.973393274599578,0.3970260708592832,0.1202978640794754,
wilt,random_forest,0,0.9825239715434582,0.1126294769346714,0.0128196600126102,
wilt,random_forest,1,0.9799924420557607,0.109185131965205,0.0127979670651257,
wilt,random_forest,2,0.9919696842458852,0.1088429589290171,0.0128028849139809,
wilt,random_forest,3,0.9937961874370173,0.110379428952001,0.0128544019535183,
wilt,random_forest,4,0.9947772173182008,0.0988092799670994,0.0127051390009,
wilt,xgboost,0,0.9821631095989276,0.876303544966504,0.001863749930635,
wilt,xgboost,1,0.9828266711454484,0.0275590029777959,0.0017042719991877,
wilt,xgboost,2,0.9852830030231776,0.0275421380065381,0.0016862039919942,
wilt,xgboost,3,0.9933448102116224,0.0271540370304137,0.0017985920421779,
wilt,xgboost,4,0.9967423287095416,0.027624873095192,0.0017144359881058,
wilt,lightgbm,0,0.988720486648108,0.0352430660277605,0.0014583530137315,
wilt,lightgbm,1,0.9779874874034262,0.0331233830656856,0.0013963710516691,
wilt,lightgbm,2,0.9778720188108836,0.0335442329524084,0.0013677380047738,
wilt,lightgbm,3,0.9922111185757476,0.0332242340082302,0.001373094972223,
wilt,lightgbm,4,0.9970575872215216,0.0335271870717406,0.001392213976942,
wilt,catboost,0,0.9940612434271576,4.614037669962272,0.0024847480235621,
wilt,catboost,1,0.9801603963721868,5.030316921998747,0.0014916920335963,
wilt,catboost,2,0.9914133355727244,4.839734185021371,0.0014005159027874,
wilt,catboost,3,0.9937856902922404,4.599598338943906,0.0015116620343178,
wilt,catboost,4,0.9972467423287096,4.9165266619529575,0.0016061930218711,
wilt,tabpfn,0,0.9973811733168368,0.6952798680868,1.4435688849771395,
wilt,tabpfn,1,0.985136042996305,0.392789487959817,0.4010836690431461,
wilt,tabpfn,2,0.9965779308028216,0.3822622949955985,0.3998560520121827,
wilt,tabpfn,3,0.9975016795431644,0.3821545940591022,0.4009278059238568,
wilt,tabpfn,4,0.998150483396385,0.3310902049997821,0.6582284959731624,
wilt,tabicl,0,0.9972780699041138,0.221248343004845,0.2592164969537407,
wilt,tabicl,1,0.9895448438024858,0.2273262380622327,0.095014484017156,
wilt,tabicl,2,0.9961370507222036,0.320125977974385,0.0945824179798364,
wilt,tabicl,3,0.9976696338595904,0.2104516080580651,0.0944931640988215,
