dataset,catboost,lightgbm,random_forest,tabicl,tabpfn,xgboost,saturated
credit-g,0.7893095238095238,0.7667619047619048,0.7812023809523809,0.7964523809523809,0.7977142857142857,0.7800476190476191,False
diabetes,0.8298972746331238,0.7973116701607268,0.82379035639413,0.8407239692522712,0.8381600279524808,0.7823207547169811,False
sick,0.9981272801790368,0.9973385579669711,0.9963957801679022,0.9981642308378678,0.9984364567164679,0.9953153379168764,True
